Record_ID,Age_Numeric,Gender,Occupation,Income_Numeric,Primary_OTT_Platform,Subscriptions_Numeric,Tenure_Months,Monthly_Spend_Numeric,Share_Account,Hours_Watched_Numeric,Preferred_Genre,Primary_Device,Usual_Viewing_Time,Pricing_Satisfaction,Content_Satisfaction,Content_Variety,Recommendation_Quality,Advertisement_Tolerance,Streaming_Experience,Switched_Before,Competitor_Awareness,Switch_Intent,Main_Reason_For_Switching,What_Would_Encourage_Stay,Suggestions_To_Improve,Data_Source,Cost_Fatigue_Score,Content_Fatigue_Score,Experience_Fatigue_Score,Overall_Fatigue_Score,Dominant_Fatigue_Type
4934,21.0,Female,Student,12500,Amazon Prime Video,3.0,9.0,350,Yes,7.5,Romance,Smart TV,Evening,5,4,3,5,2,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Improve content variety,Synthetic,20.0,49.0,41.0,36.67,Content
4935,21.0,Female,Student,37500,Netflix,5.0,9.0,1750,Yes,2.5,Comedy,Smart TV,Night,4,5,3,4,1,4,Yes,Yes,Yes,High subscription cost,"Lower price, Better content",Improve recommendations,Synthetic,58.0,38.0,52.0,49.33,Cost
4936,21.0,Male,Working Professional,0,Netflix,3.0,30.0,350,Yes,15.0,Romance,Laptop/Desktop,Evening,2,5,3,3,3,4,No,No,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,62.0,38.0,51.0,50.33,Cost
4937,39.5,Male,Homemaker,0,Netflix,2.0,30.0,100,Yes,7.5,Thriller,Mobile,Evening,4,4,5,5,3,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,29.71,31.0,37.0,32.57,Experience
4938,39.5,Male,Student,0,Netflix,2.0,1.5,750,No,15.0,Thriller,Mobile,Night,1,4,4,3,3,3,No,Yes,Yes,Expensive subscription,Lower price,Offer better family plans,Synthetic,82.86,40.0,60.0,60.95,Cost
4939,21.0,Female,Student,0,Netflix,1.0,30.0,750,No,7.5,Romance,Smart TV,Night,3,4,4,5,4,4,Yes,Yes,No,No plans to switch,"Lower price, Family plans",Lower subscription prices,Synthetic,54.86,40.0,33.0,42.62,Cost
4940,39.5,Male,Student,125000,Netflix,2.0,4.5,350,Yes,7.5,Romance,Smart TV,Evening,3,4,3,4,3,4,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Reduce buffering,Synthetic,48.0,49.0,44.0,47.0,Content
4941,21.0,Female,Student,0,Netflix,2.0,30.0,350,No,7.5,Anime,Smart TV,Night,4,4,4,3,2,4,No,Yes,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,40.0,55.0,43.0,Experience
4942,21.0,Male,Working Professional,0,Netflix,2.0,4.5,750,Yes,7.5,Thriller,Mobile,Night,4,4,4,5,4,4,Yes,Yes,Yes,Expensive subscription,Lower price,Lower subscription prices,Synthetic,40.86,40.0,33.0,37.95,Cost
4943,21.0,Female,Student,0,Netflix,2.0,9.0,750,No,15.0,Comedy,Mobile,Evening,3,4,3,3,3,4,No,Yes,No,No plans to switch,Lower price,Lower subscription prices,Synthetic,54.86,49.0,51.0,51.62,Cost
4944,39.5,Female,Student,0,Netflix,3.0,30.0,350,No,2.5,Horror,Laptop/Desktop,Night,4,5,2,3,4,3,No,Yes,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,34.0,47.0,56.0,45.67,Experience
4945,21.0,Female,Student,0,Netflix,2.0,4.5,350,Yes,7.5,Horror,Smart TV,Night,4,4,3,5,3,4,Yes,No,Yes,Need better content,"Better recommendations, Better content",Offer better family plans,Synthetic,34.0,49.0,37.0,40.0,Content
4946,21.0,Male,Student,0,Amazon Prime Video,3.0,4.5,350,Yes,15.0,Comedy,Laptop/Desktop,Evening,3,5,3,4,4,4,Yes,No,Yes,Lower price,"Lower price, Better content",Improve recommendations,Synthetic,48.0,38.0,40.0,42.0,Cost
4947,21.0,Female,Student,62500,Netflix,1.0,9.0,350,Yes,15.0,Anime,Smart TV,Evening,5,4,5,3,4,4,Yes,No,No,No plans to switch,Better streaming quality,Add more exclusive content,Synthetic,20.0,31.0,47.0,32.67,Experience
4948,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,350,No,7.5,Romance,Laptop/Desktop,Night,3,4,4,3,3,3,No,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,48.0,40.0,60.0,49.33,Experience
4949,49.5,Male,Student,0,Netflix,5.0,1.5,750,Yes,7.5,Horror,Mobile,Evening,4,4,3,4,5,3,Yes,Yes,No,No plans to switch,Better content,Add more exclusive content,Synthetic,40.86,49.0,45.0,44.95,Content
4950,21.0,Male,Student,0,Netflix,5.0,4.5,350,No,7.5,Horror,Mobile,Night,2,4,3,5,3,4,No,Yes,No,No plans to switch,"Lower price, Family plans",Reduce buffering,Synthetic,62.0,49.0,37.0,49.33,Cost
4951,21.0,Female,Working Professional,37500,Amazon Prime Video,3.0,9.0,750,Yes,2.5,Thriller,Mobile,Evening,4,5,3,3,2,3,Yes,Yes,Yes,Poor streaming experience,Better streaming quality,Lower subscription prices,Synthetic,40.86,38.0,64.0,47.62,Experience
4952,21.0,Male,Student,62500,Netflix,2.0,1.5,350,Yes,2.5,Comedy,Laptop/Desktop,Evening,3,3,4,3,4,4,Yes,No,No,No plans to switch,"Better content, Exclusive originals",Reduce advertisements,Synthetic,48.0,51.0,47.0,48.67,Content
4953,39.5,Male,Student,0,Netflix,1.0,4.5,350,No,2.5,Comedy,Smart TV,Evening,4,4,4,4,3,4,Yes,Yes,Yes,Poor recommendations,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,34.0,40.0,44.0,39.33,Experience
4954,21.0,Male,Student,125000,Amazon Prime Video,5.0,4.5,350,Yes,7.5,Comedy,Laptop/Desktop,Evening,3,5,4,4,3,4,Yes,No,Yes,Expensive subscription,"Lower price, Better content",Add more exclusive content,Synthetic,48.0,29.0,44.0,40.33,Cost
4955,21.0,Female,Student,0,Netflix,2.0,9.0,750,Yes,2.5,Horror,Smart TV,Evening,2,4,5,5,5,4,No,No,No,No plans to switch,"Lower price, Better content",Add more exclusive content,Synthetic,68.86,31.0,29.0,42.95,Cost
4956,21.0,Male,Student,0,Netflix,5.0,9.0,1750,Yes,15.0,Comedy,Laptop/Desktop,Evening,2,5,4,5,3,3,No,Yes,Yes,Expensive subscription,Lower price,Offer better family plans,Synthetic,86.0,29.0,46.0,53.67,Cost
4957,21.0,Male,Student,0,Netflix,5.0,9.0,750,Yes,2.5,Horror,Laptop/Desktop,Night,1,4,5,5,3,3,Yes,Yes,Yes,High subscription cost,"Lower price, Better content",Reduce buffering,Synthetic,82.86,31.0,46.0,53.29,Cost
4958,21.0,Male,Student,37500,Amazon Prime Video,5.0,30.0,350,Yes,2.5,Action,Laptop/Desktop,Night,4,5,5,4,2,5,Yes,Yes,Yes,Poor recommendations,Better recommendations,Reduce advertisements,Synthetic,34.0,20.0,39.0,31.0,Experience
4959,21.0,Female,Student,0,Amazon Prime Video,1.0,9.0,750,Yes,15.0,Action,Mobile,Night,4,5,5,3,1,4,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,40.86,20.0,59.0,39.95,Experience
4960,21.0,Female,Student,0,Netflix,2.0,30.0,100,No,15.0,Horror,Mobile,Night,2,5,4,4,2,4,Yes,No,No,No plans to switch,"Lower price, Better content",Improve recommendations,Synthetic,57.71,29.0,48.0,44.9,Cost
4961,21.0,Male,Student,0,Netflix,3.0,1.5,350,No,2.5,Comedy,Smart TV,Evening,3,4,3,4,4,5,No,No,No,No plans to switch,"Better content, Exclusive originals",Lower subscription prices,Synthetic,48.0,49.0,31.0,42.67,Content
4962,39.5,Female,Student,37500,Netflix,2.0,9.0,350,No,2.5,Horror,Laptop/Desktop,Night,4,4,4,3,4,4,No,No,No,No plans to switch,Better recommendations,Improve content variety,Synthetic,34.0,40.0,47.0,40.33,Experience
4963,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,350,No,2.5,Horror,Laptop/Desktop,Night,4,4,5,3,4,3,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,34.0,31.0,56.0,40.33,Experience
4964,49.5,Male,Student,0,Amazon Prime Video,2.0,1.5,100,No,7.5,Comedy,Mobile,Evening,3,4,3,5,2,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Offer better family plans,Synthetic,43.71,49.0,41.0,44.57,Content
4965,21.0,Male,Student,62500,Disney+ Hotstar,1.0,4.5,1750,Yes,15.0,Comedy,Laptop/Desktop,Night,4,4,3,3,2,4,Yes,Yes,Yes,Expensive subscription,Lower price,Add more exclusive content,Synthetic,58.0,49.0,55.0,54.0,Cost
4966,39.5,Male,Student,125000,Netflix,2.0,9.0,750,No,7.5,Comedy,Mobile,Night,4,5,4,4,2,4,No,Yes,No,No plans to switch,Better recommendations,Reduce buffering,Synthetic,40.86,29.0,48.0,39.29,Experience
4967,21.0,Male,Homemaker,0,Netflix,5.0,4.5,750,Yes,2.5,Action,Laptop/Desktop,Evening,5,3,4,4,4,5,No,Yes,No,No plans to switch,Better content,Offer better family plans,Synthetic,26.86,51.0,31.0,36.29,Content
4968,21.0,Male,Working Professional,0,Netflix,5.0,30.0,750,No,2.5,Comedy,Mobile,Night,4,4,5,5,2,4,Yes,No,Yes,Poor streaming experience,Better streaming quality,Improve content variety,Synthetic,40.86,31.0,41.0,37.62,Experience
4969,21.0,Male,Student,0,Netflix,1.0,4.5,750,No,7.5,Comedy,Smart TV,Evening,3,5,3,4,3,4,No,Yes,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,54.86,38.0,44.0,45.62,Cost
4970,21.0,Male,Student,0,Disney+ Hotstar,3.0,9.0,750,Yes,7.5,Anime,Mobile,Night,2,4,3,4,1,3,No,No,No,No plans to switch,Lower price,Offer better family plans,Synthetic,68.86,49.0,61.0,59.62,Cost
4971,21.0,Female,Student,12500,Amazon Prime Video,3.0,1.5,350,No,2.5,Comedy,Laptop/Desktop,Night,4,4,5,4,2,3,Yes,No,No,No plans to switch,Better streaming quality,Improve content variety,Synthetic,34.0,31.0,57.0,40.67,Experience
4972,21.0,Male,Student,62500,Netflix,2.0,4.5,1750,No,7.5,Drama,Mobile,Evening,4,4,3,5,2,5,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve content variety,Synthetic,58.0,49.0,32.0,46.33,Cost
4973,21.0,Male,Student,37500,Netflix,5.0,1.5,100,Yes,7.5,Romance,Laptop/Desktop,Evening,3,4,3,5,4,5,No,Yes,No,No plans to switch,Better content,Add more exclusive content,Synthetic,43.71,49.0,24.0,38.9,Content
4974,39.5,Female,Student,0,Netflix,5.0,30.0,350,No,2.5,Horror,Mobile,Night,4,5,5,5,2,3,No,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,34.0,20.0,50.0,34.67,Experience
4975,21.0,Male,Student,0,Netflix,3.0,4.5,350,Yes,7.5,Horror,Mobile,Night,4,4,3,5,3,4,No,No,No,No plans to switch,"Better recommendations, Better content",Reduce buffering,Synthetic,34.0,49.0,37.0,40.0,Content
4976,21.0,Male,Student,62500,Netflix,5.0,30.0,350,No,15.0,Anime,Smart TV,Night,3,5,4,4,2,4,Yes,No,Yes,Lower price,"Lower price, Better content",Improve recommendations,Synthetic,48.0,29.0,48.0,41.67,Cost
4977,21.0,Male,Student,0,Disney+ Hotstar,2.0,4.5,100,Yes,7.5,Horror,Mobile,Night,4,4,4,5,3,2,No,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,29.71,40.0,55.0,41.57,Experience
4978,39.5,Male,Student,0,Netflix,3.0,9.0,100,No,2.5,Horror,Smart TV,Night,4,4,3,3,4,4,No,No,No,No plans to switch,"Better content, Exclusive originals",Reduce buffering,Synthetic,29.71,49.0,47.0,41.9,Content
4979,21.0,Female,Student,62500,Netflix,3.0,4.5,350,No,15.0,Action,Laptop/Desktop,Evening,3,4,4,5,3,4,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,48.0,40.0,37.0,41.67,Cost
4980,39.5,Male,Student,37500,Netflix,5.0,4.5,750,Yes,2.5,Anime,Mobile,Night,2,5,2,5,4,4,Yes,Yes,No,No plans to switch,Lower price,Reduce buffering,Synthetic,68.86,47.0,33.0,49.62,Cost
4981,49.5,Female,Student,0,Disney+ Hotstar,2.0,1.5,350,Yes,7.5,Romance,Smart TV,Evening,5,4,3,4,1,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,20.0,49.0,52.0,40.33,Experience
4982,21.0,Male,Student,37500,Amazon Prime Video,2.0,4.5,750,Yes,7.5,Comedy,Smart TV,Evening,4,4,3,5,3,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,40.86,49.0,37.0,42.29,Content
4983,21.0,Male,Student,0,Netflix,5.0,9.0,1750,Yes,7.5,Horror,Mobile,Evening,3,4,3,3,4,4,Yes,Yes,Yes,Expensive subscription,"Lower price, Better content",Reduce advertisements,Synthetic,72.0,49.0,47.0,56.0,Cost
4984,49.5,Male,Student,0,Netflix,1.0,9.0,750,No,7.5,Thriller,Laptop/Desktop,Night,2,5,4,3,5,4,No,No,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,68.86,29.0,43.0,46.95,Cost
4985,21.0,Male,Student,0,Netflix,3.0,4.5,350,Yes,7.5,Horror,Laptop/Desktop,Night,4,5,3,4,5,4,Yes,No,Yes,Limited content variety,"Better recommendations, Better content",Offer better family plans,Synthetic,34.0,38.0,36.0,36.0,Content
4986,21.0,Male,Student,62500,Netflix,3.0,9.0,350,Yes,7.5,Drama,Smart TV,Night,5,5,4,5,5,4,Yes,Yes,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,20.0,29.0,29.0,26.0,Content
4987,21.0,Female,Student,62500,Netflix,5.0,9.0,350,Yes,7.5,Action,Mobile,Night,4,5,3,2,1,4,Yes,No,No,No plans to switch,Better recommendations,Improve content variety,Synthetic,34.0,38.0,66.0,46.0,Experience
4988,21.0,Male,Student,0,Amazon Prime Video,3.0,4.5,100,Yes,2.5,Romance,Mobile,Evening,3,4,5,5,1,4,Yes,Yes,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Reduce buffering,Synthetic,43.71,31.0,45.0,39.9,Experience
4989,21.0,Male,Working Professional,0,Amazon Prime Video,2.0,1.5,350,Yes,2.5,Action,Laptop/Desktop,Evening,2,4,4,4,5,4,Yes,No,No,No plans to switch,"Lower price, Better content",Offer better family plans,Synthetic,62.0,40.0,36.0,46.0,Cost
4990,21.0,Male,Student,0,Amazon Prime Video,5.0,30.0,1750,Yes,15.0,Drama,Smart TV,Evening,4,5,4,5,4,5,No,Yes,No,No plans to switch,"Lower price, Family plans",Add more exclusive content,Synthetic,58.0,29.0,24.0,37.0,Cost
4991,21.0,Female,Working Professional,0,Netflix,2.0,30.0,1750,No,2.5,Romance,Laptop/Desktop,Evening,4,3,4,4,3,4,Yes,No,Yes,Expensive subscription,Lower price,Reduce buffering,Synthetic,58.0,51.0,44.0,51.0,Cost
4992,21.0,Female,Student,0,Amazon Prime Video,2.0,4.5,350,Yes,7.5,Drama,Laptop/Desktop,Night,3,3,5,5,2,5,No,No,Yes,Expensive subscription,"Lower price, Family plans",Lower subscription prices,Synthetic,48.0,42.0,32.0,40.67,Cost
4993,21.0,Female,Working Professional,12500,Amazon Prime Video,5.0,30.0,750,Yes,7.5,Action,Mobile,Night,4,5,3,4,4,4,Yes,No,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,40.86,38.0,40.0,39.62,Cost
4994,21.0,Male,Student,12500,Netflix,5.0,30.0,100,No,2.5,Horror,Laptop/Desktop,Night,4,5,5,3,2,5,No,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,29.71,20.0,46.0,31.9,Experience
4995,21.0,Male,Student,12500,Netflix,3.0,30.0,750,Yes,7.5,Comedy,Laptop/Desktop,Evening,3,5,5,3,4,5,No,No,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,54.86,20.0,38.0,37.62,Cost
4996,21.0,Male,Student,12500,Netflix,3.0,4.5,350,No,15.0,Horror,Laptop/Desktop,Night,3,4,2,5,4,4,Yes,Yes,Yes,Limited content variety,"Better recommendations, Better content",Improve content variety,Synthetic,48.0,58.0,33.0,46.33,Content
4997,21.0,Female,Homemaker,0,Disney+ Hotstar,2.0,30.0,750,Yes,15.0,Thriller,Mobile,Evening,3,5,3,5,3,4,Yes,Yes,No,No plans to switch,"Lower price, Better content",Lower subscription prices,Synthetic,54.86,38.0,37.0,43.29,Cost
4998,49.5,Male,Student,0,Netflix,3.0,4.5,350,No,7.5,Drama,Mobile,Evening,5,5,3,5,3,5,No,No,No,No plans to switch,Better content,Reduce advertisements,Synthetic,20.0,38.0,28.0,28.67,Content
4999,21.0,Female,Student,0,Amazon Prime Video,2.0,30.0,750,No,7.5,Romance,Smart TV,Night,3,5,4,2,1,3,Yes,No,No,No plans to switch,Better recommendations,Reduce buffering,Synthetic,54.86,29.0,75.0,52.95,Experience
5000,39.5,Female,Homemaker,0,Netflix,1.0,30.0,750,Yes,7.5,Thriller,Mobile,Night,4,3,3,4,5,3,Yes,Yes,Yes,Lack of content,"Better content, Exclusive originals",Improve content variety,Synthetic,40.86,60.0,45.0,48.62,Content
5001,21.0,Male,Working Professional,0,Netflix,2.0,4.5,350,Yes,2.5,Comedy,Smart TV,Night,3,4,5,5,3,4,No,Yes,No,No plans to switch,Lower price,Add more exclusive content,Synthetic,48.0,31.0,37.0,38.67,Cost
5002,49.5,Male,Working Professional,0,Netflix,5.0,9.0,350,Yes,2.5,Comedy,Mobile,Night,1,4,3,4,3,5,Yes,Yes,No,No plans to switch,"Lower price, Better content",Reduce buffering,Synthetic,76.0,49.0,35.0,53.33,Cost
5003,21.0,Male,Student,0,Netflix,3.0,1.5,100,Yes,2.5,Horror,Smart TV,Night,4,4,5,5,4,4,No,No,No,No plans to switch,Better recommendations,Improve content variety,Synthetic,29.71,31.0,33.0,31.24,Experience
5004,21.0,Female,Student,0,Amazon Prime Video,5.0,30.0,350,Yes,7.5,Comedy,Mobile,Night,5,5,4,5,4,4,Yes,No,Yes,Poor streaming experience,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,20.0,29.0,33.0,27.33,Experience
5005,21.0,Female,Student,0,Amazon Prime Video,2.0,4.5,1750,No,7.5,Comedy,Smart TV,Night,4,5,5,5,2,4,No,No,No,No plans to switch,"Lower price, Better content",Reduce advertisements,Synthetic,58.0,20.0,41.0,39.67,Cost
5006,21.0,Male,Student,0,Netflix,3.0,9.0,350,No,7.5,Thriller,Mobile,Evening,3,4,5,4,5,4,Yes,Yes,Yes,Lower price,"Lower price, Better content",Improve recommendations,Synthetic,48.0,31.0,36.0,38.33,Cost
5007,39.5,Male,Student,0,Netflix,2.0,4.5,350,Yes,15.0,Romance,Laptop/Desktop,Night,3,3,4,4,3,5,No,Yes,No,No plans to switch,"Better content, Exclusive originals",Add more exclusive content,Synthetic,48.0,51.0,35.0,44.67,Content
5008,49.5,Male,Student,37500,Netflix,2.0,9.0,100,Yes,2.5,Thriller,Laptop/Desktop,Night,4,5,4,4,4,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Improve content variety,Synthetic,29.71,29.0,40.0,32.9,Experience
5009,39.5,Female,Student,0,Disney+ Hotstar,2.0,30.0,750,Yes,7.5,Comedy,Laptop/Desktop,Evening,4,5,4,5,4,3,No,Yes,No,No plans to switch,Better streaming quality,Lower subscription prices,Synthetic,40.86,29.0,42.0,37.29,Experience
5010,21.0,Male,Student,0,Netflix,5.0,9.0,750,Yes,7.5,Drama,Mobile,Night,4,5,4,4,2,3,No,Yes,No,No plans to switch,Better recommendations,Reduce advertisements,Synthetic,40.86,29.0,57.0,42.29,Experience
5011,21.0,Male,Student,37500,Netflix,2.0,9.0,350,Yes,7.5,Horror,Laptop/Desktop,Evening,4,3,3,4,2,5,No,Yes,No,No plans to switch,"Better recommendations, Better content",Reduce advertisements,Synthetic,34.0,60.0,39.0,44.33,Content
5012,21.0,Male,Homemaker,0,Netflix,2.0,30.0,750,No,7.5,Horror,Laptop/Desktop,Night,4,5,5,3,3,4,No,No,No,No plans to switch,Better streaming quality,Reduce buffering,Synthetic,40.86,20.0,51.0,37.29,Experience
5013,21.0,Female,Student,0,Netflix,1.0,1.5,350,No,7.5,Horror,Smart TV,Night,4,4,5,4,4,4,No,No,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,34.0,31.0,40.0,35.0,Experience
5014,21.0,Female,Working Professional,0,Amazon Prime Video,3.0,9.0,350,No,2.5,Comedy,Smart TV,Evening,3,4,4,5,5,4,Yes,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,48.0,40.0,29.0,39.0,Cost
5015,39.5,Male,Student,0,Netflix,3.0,9.0,350,Yes,7.5,Thriller,Laptop/Desktop,Evening,3,4,3,5,2,4,No,No,Yes,Lack of content,"Better recommendations, Better content",Add more exclusive content,Synthetic,48.0,49.0,41.0,46.0,Content
5016,21.0,Female,Homemaker,0,Amazon Prime Video,2.0,1.5,750,Yes,7.5,Thriller,Laptop/Desktop,Night,4,4,3,3,3,5,No,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,40.86,49.0,42.0,43.95,Content
5017,21.0,Male,Student,0,Disney+ Hotstar,1.0,4.5,350,Yes,7.5,Comedy,Laptop/Desktop,Night,1,3,4,5,5,4,No,No,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,76.0,51.0,29.0,52.0,Cost
5018,21.0,Female,Student,0,Amazon Prime Video,2.0,9.0,100,Yes,7.5,Comedy,Mobile,Night,2,4,5,4,2,4,Yes,No,No,No plans to switch,Lower price,Improve content variety,Synthetic,57.71,31.0,48.0,45.57,Cost
5019,49.5,Female,Student,0,Amazon Prime Video,5.0,9.0,100,No,7.5,Romance,Laptop/Desktop,Night,3,5,4,4,3,3,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Improve recommendations,Synthetic,43.71,29.0,53.0,41.9,Experience
5020,39.5,Female,Working Professional,37500,Netflix,3.0,4.5,750,Yes,7.5,Anime,Mobile,Evening,4,5,4,3,3,3,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Lower subscription prices,Synthetic,40.86,29.0,60.0,43.29,Experience
5021,21.0,Female,Homemaker,0,Amazon Prime Video,5.0,30.0,750,No,7.5,Romance,Laptop/Desktop,Night,4,5,5,4,2,2,No,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Reduce advertisements,Synthetic,40.86,20.0,66.0,42.29,Experience
5022,21.0,Female,Student,37500,Netflix,3.0,1.5,1750,No,7.5,Horror,Smart TV,Night,3,5,5,4,3,5,Yes,Yes,Yes,Expensive subscription,"Lower price, Family plans",Reduce advertisements,Synthetic,72.0,20.0,35.0,42.33,Cost
5023,21.0,Female,Student,37500,Amazon Prime Video,3.0,30.0,1750,Yes,7.5,Romance,Smart TV,Night,3,4,4,5,3,4,Yes,Yes,Yes,Lower price,"Lower price, Better content",Lower subscription prices,Synthetic,72.0,40.0,37.0,49.67,Cost
5024,21.0,Male,Student,0,Netflix,3.0,30.0,750,Yes,2.5,Horror,Smart TV,Night,5,5,4,4,5,5,No,No,No,No plans to switch,"Better content, Exclusive originals",Offer better family plans,Synthetic,26.86,29.0,27.0,27.62,Content
5025,21.0,Male,Student,62500,Netflix,2.0,30.0,350,Yes,15.0,Romance,Smart TV,Night,4,4,4,4,4,5,No,No,No,No plans to switch,"Better recommendations, Better content",Lower subscription prices,Synthetic,34.0,40.0,31.0,35.0,Content
5026,21.0,Male,Student,0,Amazon Prime Video,5.0,1.5,350,Yes,7.5,Thriller,Mobile,Evening,3,5,4,5,3,3,Yes,No,No,No plans to switch,"Lower price, Better content",Improve content variety,Synthetic,48.0,29.0,46.0,41.0,Cost
5027,49.5,Female,Student,0,Netflix,2.0,30.0,750,No,7.5,Romance,Mobile,Night,2,4,3,3,2,5,Yes,No,No,No plans to switch,"Lower price, Family plans",Improve recommendations,Synthetic,68.86,49.0,46.0,54.62,Cost
5028,21.0,Male,Student,0,Amazon Prime Video,2.0,4.5,750,No,7.5,Horror,Mobile,Evening,4,4,5,3,3,4,Yes,Yes,No,No plans to switch,Better recommendations,Improve recommendations,Synthetic,40.86,31.0,51.0,40.95,Experience
5029,49.5,Male,Working Professional,12500,Netflix,3.0,4.5,750,Yes,15.0,Romance,Smart TV,Evening,4,4,5,3,2,3,No,Yes,Yes,Buffering and playback issues,Better recommendations,Offer better family plans,Synthetic,40.86,31.0,64.0,45.29,Experience
5030,21.0,Female,Homemaker,37500,Amazon Prime Video,3.0,1.5,350,No,7.5,Comedy,Mobile,Night,2,4,5,5,1,4,No,Yes,Yes,Expensive subscription,Lower price,Reduce advertisements,Synthetic,62.0,31.0,45.0,46.0,Cost
5031,39.5,Female,Student,0,Amazon Prime Video,3.0,4.5,350,Yes,2.5,Comedy,Mobile,Evening,4,4,5,5,2,4,Yes,No,No,No plans to switch,Better streaming quality,Offer better family plans,Synthetic,34.0,31.0,41.0,35.33,Experience
5032,21.0,Female,Student,0,Disney+ Hotstar,5.0,1.5,100,No,15.0,Romance,Mobile,Night,5,5,3,5,2,5,No,No,No,No plans to switch,Better content,Add more exclusive content,Synthetic,15.71,38.0,32.0,28.57,Content
5033,21.0,Male,Student,0,Netflix,3.0,4.5,750,Yes,2.5,Anime,Mobile,Night,3,4,3,5,3,4,No,No,Yes,Expensive subscription,"Lower price, Better content",Offer better family plans,Synthetic,54.86,49.0,37.0,46.95,Cost
5034,21.0,Male,Student,0,Netflix,2.0,1.5,350,Yes,15.0,Comedy,Smart TV,Night,4,4,5,4,5,4,Yes,No,No,No plans to switch,Better recommendations,Improve content variety,Synthetic,34.0,31.0,36.0,33.67,Experience
5035,21.0,Male,Student,62500,Netflix,1.0,9.0,100,No,7.5,Comedy,Smart TV,Night,4,4,4,4,4,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Offer better family plans,Synthetic,29.71,40.0,40.0,36.57,Content
5036,21.0,Female,Student,62500,Netflix,3.0,30.0,350,No,2.5,Horror,Mobile,Evening,3,5,5,5,5,4,No,No,Yes,High subscription cost,"Lower price, Family plans",Offer better family plans,Synthetic,48.0,20.0,29.0,32.33,Cost
5037,39.5,Male,Student,62500,Netflix,3.0,30.0,350,No,15.0,Comedy,Laptop/Desktop,Evening,2,3,4,5,3,3,No,Yes,No,No plans to switch,"Lower price, Better content",Reduce advertisements,Synthetic,62.0,51.0,46.0,53.0,Cost
5038,21.0,Male,Student,0,Netflix,2.0,1.5,750,Yes,7.5,Action,Laptop/Desktop,Night,4,5,4,5,3,3,Yes,No,No,No plans to switch,Better streaming quality,Reduce advertisements,Synthetic,40.86,29.0,46.0,38.62,Experience
5039,21.0,Male,Student,0,Netflix,5.0,9.0,1750,Yes,7.5,Comedy,Laptop/Desktop,Night,5,5,3,5,3,4,No,No,No,No plans to switch,Lower price,Reduce advertisements,Synthetic,44.0,38.0,37.0,39.67,Cost
5040,21.0,Female,Working Professional,0,Netflix,2.0,1.5,350,Yes,2.5,Romance,Laptop/Desktop,Evening,4,4,3,4,3,4,No,Yes,No,No plans to switch,"Better recommendations, Better content",Improve recommendations,Synthetic,34.0,49.0,44.0,42.33,Content
5041,21.0,Male,Student,0,Amazon Prime Video,2.0,9.0,100,No,7.5,Horror,Laptop/Desktop,Night,3,5,2,5,1,3,Yes,Yes,No,No plans to switch,"Better streaming quality, Fewer ads",Offer better family plans,Synthetic,43.71,47.0,54.0,48.24,Experience
